,max_depth,min_child_weight,learning_rate,n_estimators,scaler,accuracy,precision,recall,f1_score,f1_macro,true_positives,false_positives,true_negatives,false_negatives,runtime,id
167,6,1,0.01,100,RobustScaler,0.6285204991087344,0.42327365728900257,0.35900216919739697,0.3884976525821596,0.5608642896807368,331,451,1432,591,1.186854600906372,167
168,6,1,0.1,25,StandardScaler,0.6256684491978609,0.4264367816091954,0.40238611713665945,0.4140625,0.5695247020691462,371,499,1384,551,0.35575032234191895,168
169,6,1,0.1,25,MinMaxScaler,0.6256684491978609,0.4264367816091954,0.40238611713665945,0.4140625,0.5695247020691462,371,499,1384,551,0.34218263626098633,169
170,6,1,0.1,25,RobustScaler,0.6256684491978609,0.4264367816091954,0.40238611713665945,0.4140625,0.5695247020691462,371,499,1384,551,0.3823976516723633,170
171,6,1,0.1,50,StandardScaler,0.6270944741532977,0.4242053789731051,0.37635574837310193,0.39885057471264374,0.5642831684932728,347,471,1412,575,0.6210033893585205,171
172,6,1,0.1,50,MinMaxScaler,0.6270944741532977,0.4242053789731051,0.37635574837310193,0.39885057471264374,0.5642831684932728,347,471,1412,575,0.5943293571472168,172
173,6,1,0.1,50,RobustScaler,0.6270944741532977,0.4242053789731051,0.37635574837310193,0.39885057471264374,0.5642831684932728,347,471,1412,575,0.5651836395263672,173
174,6,1,0.1,75,StandardScaler,0.629590017825312,0.4287454323995128,0.38177874186550975,0.4039013195639702,0.567608792701561,352,469,1414,570,0.7295341491699219,174
175,6,1,0.1,75,MinMaxScaler,0.629590017825312,0.4287454323995128,0.38177874186550975,0.4039013195639702,0.567608792701561,352,469,1414,570,0.7081820964813232,175
176,6,1,0.1,75,RobustScaler,0.629590017825312,0.4287454323995128,0.38177874186550975,0.4039013195639702,0.567608792701561,352,469,1414,570,0.7425131797790527,176
177,6,1,0.1,100,StandardScaler,0.6331550802139038,0.43236409608091025,0.37093275488069416,0.3992994746059545,0.5676251029688741,342,449,1434,580,0.9321327209472656,177
178,6,1,0.1,100,MinMaxScaler,0.6331550802139038,0.43236409608091025,0.37093275488069416,0.3992994746059545,0.5676251029688741,342,449,1434,580,0.9252934455871582,178
179,6,1,0.1,100,RobustScaler,0.6331550802139038,0.43236409608091025,0.37093275488069416,0.3992994746059545,0.5676251029688741,342,449,1434,580,0.9612033367156982,179
180,6,3,0.001,25,StandardScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.34751081466674805,180
181,6,3,0.001,25,MinMaxScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.3527235984802246,181
182,6,3,0.001,25,RobustScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.40635156631469727,182
183,6,3,0.001,50,StandardScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.6223666667938232,183
184,6,3,0.001,50,MinMaxScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.5931870937347412,184
185,6,3,0.001,50,RobustScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.6318385601043701,185
186,6,3,0.001,75,StandardScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.8486058712005615,186
187,6,3,0.001,75,MinMaxScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.8516397476196289,187
188,6,3,0.001,75,RobustScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,0.8849503993988037,188
189,6,3,0.001,100,StandardScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,1.1319386959075928,189
190,6,3,0.001,100,MinMaxScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,1.1145367622375488,190
191,6,3,0.001,100,RobustScaler,0.671301247771836,0.0,0.0,0.0,0.40166382252559724,0,0,1883,922,1.1320765018463135,191
192,6,3,0.01,25,StandardScaler,0.6541889483065954,0.3983050847457627,0.1019522776572668,0.1623488773747841,0.4722346363513633,94,142,1741,828,0.357832670211792,192
193,6,3,0.01,25,MinMaxScaler,0.6541889483065954,0.3983050847457627,0.1019522776572668,0.1623488773747841,0.4722346363513633,94,142,1741,828,0.35575270652770996,193
194,6,3,0.01,25,RobustScaler,0.6541889483065954,0.3983050847457627,0.1019522776572668,0.1623488773747841,0.4722346363513633,94,142,1741,828,0.4026939868927002,194
195,6,3,0.01,50,StandardScaler,0.6609625668449198,0.46799116997792495,0.2299349240780911,0.3083636363636364,0.5419031877213696,212,241,1642,710,0.6423499584197998,195
196,6,3,0.01,50,MinMaxScaler,0.6609625668449198,0.46799116997792495,0.2299349240780911,0.3083636363636364,0.5419031877213696,212,241,1642,710,0.6013102531433105,196
197,6,3,0.01,50,RobustScaler,0.6609625668449198,0.46799116997792495,0.2299349240780911,0.3083636363636364,0.5419031877213696,212,241,1642,710,0.6645708084106445,197
